"rgn_id","sciname","category"
3,"Chelonia mydas","EN"
4,"Chelonia mydas","EN"
2,"Chelonia mydas","EN"
1,"Chelonia mydas","EN"
3,"Galeocerdo cuvier","NT"
4,"Galeocerdo cuvier","NT"
2,"Galeocerdo cuvier","NT"
1,"Galeocerdo cuvier","NT"
3,"Rhincodon typus","VU"
4,"Rhincodon typus","VU"
2,"Rhincodon typus","VU"
1,"Rhincodon typus","VU"
3,"Eretmochelys imbricata","CR"
4,"Eretmochelys imbricata","CR"
2,"Eretmochelys imbricata","CR"
1,"Eretmochelys imbricata","CR"
3,"Caretta caretta","EN"
4,"Caretta caretta","EN"
2,"Caretta caretta","EN"
1,"Caretta caretta","EN"
3,"Prionace glauca","NT"
4,"Prionace glauca","NT"
2,"Prionace glauca","NT"
1,"Prionace glauca","NT"
3," Carcharhinus perezi","NT"
4," Carcharhinus perezi","NT"
2," Carcharhinus perezi","NT"
1," Carcharhinus perezi","NT"
3,"Isurus oxyrinchus","VU"
4,"Isurus oxyrinchus","VU"
2,"Isurus oxyrinchus","VU"
1,"Isurus oxyrinchus","VU"
